name,cyclomatic,line,length,params,path
"convertToWordArray",2,75,133,1,"/home/user/pure/cnki.net/jquery_003.js"
"wordToHex",2,97,53,1,"/home/user/pure/cnki.net/jquery_003.js"
"uTF8Encode",4,108,105,1,"/home/user/pure/cnki.net/jquery_003.js"
"md5",2,126,1116,1,"/home/user/pure/cnki.net/jquery_003.js"
"<anonymous>",1,4,12,1,"/home/user/pure/creativecommons.org/toggle-search.js"
"toggler_search_handler",2,7,50,1,"/home/user/pure/creativecommons.org/toggle-search.js"
"<anonymous>",1,22,8,0,"/home/user/pure/creativecommons.org/toggle-search.js"
"<anonymous>",1,23,15,0,"/home/user/pure/creativecommons.org/toggle-search.js"
"<anonymous>",7,2,144,0,"/home/user/pure/adp.com/api.js"
"<anonymous>",2,7,15,1,"/home/user/pure/adp.com/api.js"
"<anonymous>",8,2,158,0,"/home/user/pure/adweek.com/api.js"
"<anonymous>",2,7,15,1,"/home/user/pure/adweek.com/api.js"
"<anonymous>",1,5,56,1,"/home/user/pure/globenewswire.com/jquery.js"
"c",4,9,46,2,"/home/user/pure/globenewswire.com/jquery.js"
"d",2,17,9,1,"/home/user/pure/globenewswire.com/jquery.js"
"f",1,21,13,2,"/home/user/pure/globenewswire.com/jquery.js"
"h",3,25,39,3,"/home/user/pure/globenewswire.com/jquery.js"
"<anonymous>",3,29,55,2,"/home/user/pure/globenewswire.com/jquery.js"
"<anonymous>",1,34,6,0,"/home/user/pure/globenewswire.com/jquery.js"
"<anonymous>",1,39,5,0,"/home/user/pure/globenewswire.com/jquery.js"
"e",5,49,129,2,"/home/user/pure/globenewswire.com/jquery.js"
"beforeSend",1,57,35,1,"/home/user/pure/globenewswire.com/jquery.js"
"complete",1,64,21,0,"/home/user/pure/globenewswire.com/jquery.js"
"success",2,68,31,3,"/home/user/pure/globenewswire.com/jquery.js"
"i",3,88,24,1,"/home/user/pure/globenewswire.com/jquery.js"
"<anonymous>",1,92,17,1,"/home/user/pure/globenewswire.com/jquery.js"
"<anonymous>",1,99,85,1,"/home/user/pure/globenewswire.com/jquery.js"
"<anonymous>",1,111,7,0,"/home/user/pure/globenewswire.com/jquery.js"
"<anonymous>",2,115,52,1,"/home/user/pure/globenewswire.com/jquery.js"
"<anonymous>",1,122,7,0,"/home/user/pure/globenewswire.com/jquery.js"
"<anonymous>",3,126,41,1,"/home/user/pure/globenewswire.com/jquery.js"
"Z29Q",1,3,12,3,"/home/user/pure/codecademy.com/31.js"
"<anonymous>",1,5,2,0,"/home/user/pure/codecademy.com/31.js"
"<anonymous>",1,1,15,0,"/home/user/pure/photobucket.com/6ad4cada81986336a5581a90c9ba7eea.js"
"<anonymous>",1,3,8,0,"/home/user/pure/photobucket.com/6ad4cada81986336a5581a90c9ba7eea.js"
"<anonymous>",1,7,15,0,"/home/user/pure/photobucket.com/6ad4cada81986336a5581a90c9ba7eea.js"
"<anonymous>",1,9,8,0,"/home/user/pure/photobucket.com/6ad4cada81986336a5581a90c9ba7eea.js"
"<anonymous>",1,13,15,0,"/home/user/pure/photobucket.com/6ad4cada81986336a5581a90c9ba7eea.js"
"<anonymous>",1,15,8,0,"/home/user/pure/photobucket.com/6ad4cada81986336a5581a90c9ba7eea.js"
"<anonymous>",1,1,25,1,"/home/user/pure/sitescout.com/autoptimize_single_7f8dd884aa4b8905a047d72c938331ba.js"
"init",2,5,12,0,"/home/user/pure/sitescout.com/autoptimize_single_7f8dd884aa4b8905a047d72c938331ba.js"
"setupOpenActions",2,12,30,0,"/home/user/pure/sitescout.com/autoptimize_single_7f8dd884aa4b8905a047d72c938331ba.js"
"<anonymous>",2,13,38,2,"/home/user/pure/sitescout.com/autoptimize_single_7f8dd884aa4b8905a047d72c938331ba.js"
"<anonymous>",2,16,12,0,"/home/user/pure/sitescout.com/autoptimize_single_7f8dd884aa4b8905a047d72c938331ba.js"
"<anonymous>",1,21,8,1,"/home/user/pure/sitescout.com/autoptimize_single_7f8dd884aa4b8905a047d72c938331ba.js"
"<anonymous>",1,28,8,1,"/home/user/pure/sitescout.com/autoptimize_single_7f8dd884aa4b8905a047d72c938331ba.js"
"<anonymous>",1,32,8,1,"/home/user/pure/sitescout.com/autoptimize_single_7f8dd884aa4b8905a047d72c938331ba.js"
"setupCloseActions",1,39,14,0,"/home/user/pure/sitescout.com/autoptimize_single_7f8dd884aa4b8905a047d72c938331ba.js"
"<anonymous>",1,40,1,1,"/home/user/pure/sitescout.com/autoptimize_single_7f8dd884aa4b8905a047d72c938331ba.js"
"<anonymous>",2,42,14,1,"/home/user/pure/sitescout.com/autoptimize_single_7f8dd884aa4b8905a047d72c938331ba.js"
"<anonymous>",2,44,17,2,"/home/user/pure/sitescout.com/autoptimize_single_7f8dd884aa4b8905a047d72c938331ba.js"
"setupVideoHeight",1,51,9,0,"/home/user/pure/sitescout.com/autoptimize_single_7f8dd884aa4b8905a047d72c938331ba.js"
"<anonymous>",1,52,8,0,"/home/user/pure/sitescout.com/autoptimize_single_7f8dd884aa4b8905a047d72c938331ba.js"
"<anonymous>",2,53,24,2,"/home/user/pure/sitescout.com/autoptimize_single_7f8dd884aa4b8905a047d72c938331ba.js"
"openPopup",3,60,88,2,"/home/user/pure/sitescout.com/autoptimize_single_7f8dd884aa4b8905a047d72c938331ba.js"
"closePopup",2,80,46,1,"/home/user/pure/sitescout.com/autoptimize_single_7f8dd884aa4b8905a047d72c938331ba.js"
"<anonymous>",1,85,9,0,"/home/user/pure/sitescout.com/autoptimize_single_7f8dd884aa4b8905a047d72c938331ba.js"
"<anonymous>",1,90,6,0,"/home/user/pure/sitescout.com/autoptimize_single_7f8dd884aa4b8905a047d72c938331ba.js"
"<anonymous>",1,3,1,1,"/home/user/pure/codecademy.com/4.js"
"izqJ",1,5,1,1,"/home/user/pure/codecademy.com/4.js"
"<anonymous>",1,1,0,0,"/home/user/pure/seattletimes.com/ad-test.js"
"<anonymous>",1,1,17,1,"/home/user/pure/elsevierhealth.com/events_002.js"
"on",1,4,14,3,"/home/user/pure/elsevierhealth.com/events_002.js"
"off",1,7,8,1,"/home/user/pure/elsevierhealth.com/events_002.js"
"trigger",1,10,11,2,"/home/user/pure/elsevierhealth.com/events_002.js"
"<anonymous>",1,1,3,3,"/home/user/pure/audible.com/satellite-5f170cbe64746d2b24000f14.js"
"<anonymous>",2,7,63,1,"/home/user/pure/hootsuite.com/munchkin.js"
"m",3,15,36,0,"/home/user/pure/hootsuite.com/munchkin.js"
"n",2,24,61,1,"/home/user/pure/hootsuite.com/munchkin.js"
"a.onreadystatechange",1,30,0,0,"/home/user/pure/hootsuite.com/munchkin.js"
"init",6,39,92,1,"/home/user/pure/hootsuite.com/munchkin.js"
"p",1,55,8,1,"/home/user/pure/hootsuite.com/munchkin.js"
"h.b",1,56,8,0,"/home/user/pure/hootsuite.com/munchkin.js"
"<anonymous>",2,6,115,7,"/home/user/pure/hola.org/video_chat.js"
"oninit",1,17,4,0,"/home/user/pure/hola.org/video_chat.js"
"onopen",1,20,20,0,"/home/user/pure/hola.org/video_chat.js"
"onclose",1,29,28,2,"/home/user/pure/hola.org/video_chat.js"
"onclick",1,40,20,1,"/home/user/pure/hola.org/video_chat.js"
"onerror",1,49,24,2,"/home/user/pure/hola.org/video_chat.js"
"E.request_operator",2,61,29,1,"/home/user/pure/hola.org/video_chat.js"
"<anonymous>",1,65,0,0,"/home/user/pure/hola.org/video_chat.js"
"<anonymous>",1,66,6,0,"/home/user/pure/hola.org/video_chat.js"
"<anonymous>",2,68,22,1,"/home/user/pure/hola.org/video_chat.js"
"<anonymous>",1,74,10,0,"/home/user/pure/hola.org/video_chat.js"
"catch$",1,77,23,1,"/home/user/pure/hola.org/video_chat.js"
"finally$",1,86,4,0,"/home/user/pure/hola.org/video_chat.js"
"add_loader",1,97,55,2,"/home/user/pure/hola.org/video_chat.js"
"check_rule",4,113,51,1,"/home/user/pure/hola.org/video_chat.js"
"<anonymous>",1,119,1,1,"/home/user/pure/hola.org/video_chat.js"
"on_mouse_moved",1,123,30,0,"/home/user/pure/hola.org/video_chat.js"
"<anonymous>",1,131,10,0,"/home/user/pure/hola.org/video_chat.js"
"init_track_mouse",1,138,8,0,"/home/user/pure/hola.org/video_chat.js"
"E.init",5,143,61,0,"/home/user/pure/hola.org/video_chat.js"
"<anonymous>",1,158,25,1,"/home/user/pure/hola.org/video_chat.js"
"crqk",1,3,118,3,"/home/user/pure/att.com/37.js"
"C",1,24,10,1,"/home/user/pure/att.com/37.js"
"<anonymous>",5,25,54,0,"/home/user/pure/att.com/37.js"
"<anonymous>",1,30,0,0,"/home/user/pure/att.com/37.js"
"<anonymous>",2,35,42,0,"/home/user/pure/att.com/37.js"
"<anonymous>",1,44,31,1,"/home/user/pure/att.com/37.js"
"a",1,48,12,0,"/home/user/pure/att.com/37.js"
"value",2,53,90,0,"/home/user/pure/att.com/37.js"
"NWss",1,3,1,1,"/home/user/pure/codecademy.com/117.js"
"<anonymous>",2,7,63,1,"/home/user/pure/okta.com/munchkin.js"
"m",3,15,36,0,"/home/user/pure/okta.com/munchkin.js"
"n",2,24,61,1,"/home/user/pure/okta.com/munchkin.js"
"a.onreadystatechange",1,30,0,0,"/home/user/pure/okta.com/munchkin.js"
"init",6,39,92,1,"/home/user/pure/okta.com/munchkin.js"
"p",1,55,8,1,"/home/user/pure/okta.com/munchkin.js"
"h.b",1,56,8,0,"/home/user/pure/okta.com/munchkin.js"
"initialize",1,11,1,1,"/home/user/pure/smithsonianmag.com/BillboardMobileView.js"
"resize",1,23,8,1,"/home/user/pure/smithsonianmag.com/BillboardMobileView.js"
"<anonymous>",1,1,35,1,"/home/user/pure/zemanta.com/zemanta-home.js"
"<anonymous>",1,2,0,0,"/home/user/pure/zemanta.com/zemanta-home.js"
"<anonymous>",1,4,14,0,"/home/user/pure/zemanta.com/zemanta-home.js"
"<anonymous>",1,8,22,2,"/home/user/pure/zemanta.com/zemanta-home.js"
"<anonymous>",2,11,40,0,"/home/user/pure/zemanta.com/zemanta-home.js"
"<anonymous>",1,16,13,0,"/home/user/pure/zemanta.com/zemanta-home.js"
"<anonymous>",1,25,16,0,"/home/user/pure/zemanta.com/zemanta-home.js"
"<anonymous>",1,31,16,0,"/home/user/pure/zemanta.com/zemanta-home.js"
"animateScreenshots",1,37,43,0,"/home/user/pure/zemanta.com/zemanta-home.js"
"loopFn",1,47,0,0,"/home/user/pure/zemanta.com/zemanta-home.js"
"fadeFn",1,50,21,0,"/home/user/pure/zemanta.com/zemanta-home.js"
"setCopyRightYear",2,1,21,0,"/home/user/pure/itu.int/itu-own-functions.js"
"removeEmptyBlocks",1,13,28,0,"/home/user/pure/itu.int/itu-own-functions.js"
"<anonymous>",1,15,0,0,"/home/user/pure/itu.int/itu-own-functions.js"
"<anonymous>",1,18,0,0,"/home/user/pure/itu.int/itu-own-functions.js"
"<anonymous>",1,22,13,0,"/home/user/pure/itu.int/itu-own-functions.js"
"<anonymous>",7,2,144,0,"/home/user/pure/wired.com/api.js"
"<anonymous>",2,7,15,1,"/home/user/pure/wired.com/api.js"
"kPrB",1,3,37,3,"/home/user/pure/codecademy.com/233.js"
"<anonymous>",1,5,0,0,"/home/user/pure/codecademy.com/233.js"
"withRootErrorBoundary",1,12,19,1,"/home/user/pure/codecademy.com/233.js"
"<anonymous>",8,2,158,0,"/home/user/pure/geocities.com/api.js"
"<anonymous>",2,7,15,1,"/home/user/pure/geocities.com/api.js"
"<anonymous>",7,2,144,0,"/home/user/pure/instructure.com/api.js"
"<anonymous>",2,7,15,1,"/home/user/pure/instructure.com/api.js"
"<anonymous>",1,2,18,0,"/home/user/pure/opendns.com/6878_002.js"
"<anonymous>",1,1,16,0,"/home/user/pure/latimes.com/fb0e4e0643392a5ab4d571eb82687d6f.js"
"<anonymous>",1,2,59,6,"/home/user/pure/latimes.com/fb0e4e0643392a5ab4d571eb82687d6f.js"
"<anonymous>",1,1,22,0,"/home/user/pure/norton.com/9cca84eee570b2164e13a924e8ec89e9.js"
"gtag",1,5,0,0,"/home/user/pure/norton.com/9cca84eee570b2164e13a924e8ec89e9.js"
"<anonymous>",2,10,36,0,"/home/user/pure/norton.com/9cca84eee570b2164e13a924e8ec89e9.js"
"<anonymous>",1,10,4,0,"/home/user/pure/usatoday.com/custom-elements-es5-adapter.js"
"<anonymous>",1,13,0,0,"/home/user/pure/usatoday.com/custom-elements-es5-adapter.js"
"<anonymous>",1,1,0,0,"/home/user/pure/webs.com/edge.js"
"<anonymous>",1,5,1,1,"/home/user/pure/treasury.gov/ie-min.js"
"<anonymous>",1,4,1,1,"/home/user/pure/treasury.gov/ie-min.js"
"<anonymous>",8,19,290,1,"/home/user/pure/epa.gov/jquery-html-prefilter-3.js"
"htmlPrefilter",10,102,161,1,"/home/user/pure/epa.gov/jquery-html-prefilter-3.js"
"getWrappedHtml",2,149,11,1,"/home/user/pure/epa.gov/jquery-html-prefilter-3.js"
"getParsedHtml",2,159,19,1,"/home/user/pure/epa.gov/jquery-html-prefilter-3.js"
"html",3,185,21,1,"/home/user/pure/epa.gov/jquery-html-prefilter-3.js"
"<anonymous>",3,212,40,4,"/home/user/pure/epa.gov/jquery-html-prefilter-3.js"
"<anonymous>",5,225,56,4,"/home/user/pure/epa.gov/jquery-html-prefilter-3.js"
"<anonymous>",1,1,0,0,"/home/user/pure/onet.pl/sg.js"
"<anonymous>",1,2,19,0,"/home/user/pure/ny.gov/lift-capture-bootstrap.js"
"T6Cm",1,3,2,2,"/home/user/pure/dailymotion.com/svg87.js"
"onChatLaunched",1,3,38,1,"/home/user/pure/xfinity.com/satellite-5a8c96af64746d60a1004c38.js"
"<anonymous>",1,4,15,7,"/home/user/pure/xfinity.com/satellite-5a8c96af64746d60a1004c38.js"
"onChatClosed",1,18,1,1,"/home/user/pure/xfinity.com/satellite-5a8c96af64746d60a1004c38.js"
"onC2CDisplayed",1,22,1,1,"/home/user/pure/xfinity.com/satellite-5a8c96af64746d60a1004c38.js"
"onChatEngagedEvent",1,26,1,1,"/home/user/pure/xfinity.com/satellite-5a8c96af64746d60a1004c38.js"
"onC2CDisplayed",1,30,1,1,"/home/user/pure/xfinity.com/satellite-5a8c96af64746d60a1004c38.js"
"onC2CClicked",1,34,1,1,"/home/user/pure/xfinity.com/satellite-5a8c96af64746d60a1004c38.js"
"onSaleQualifiedEvent",1,38,1,1,"/home/user/pure/xfinity.com/satellite-5a8c96af64746d60a1004c38.js"
"onSoldEvent",1,42,1,1,"/home/user/pure/xfinity.com/satellite-5a8c96af64746d60a1004c38.js"
"onEligibleEvent",1,46,1,1,"/home/user/pure/xfinity.com/satellite-5a8c96af64746d60a1004c38.js"
"<anonymous>.getTealKeys",4,2,117,0,"/home/user/pure/bild.de/getTealKeys.js"
"<anonymous>",1,7,9,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",1,8,10,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",1,14,9,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",1,15,18,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",1,21,9,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",1,22,9,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",1,27,9,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",1,28,12,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",1,33,96,1,"/home/user/pure/kakaku.com/ecl_new.js"
"H",5,37,47,1,"/home/user/pure/kakaku.com/ecl_new.js"
"I",2,40,25,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",1,53,12,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",2,48,27,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",1,46,10,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",4,60,132,1,"/home/user/pure/kakaku.com/ecl_new.js"
"I",1,65,12,1,"/home/user/pure/kakaku.com/ecl_new.js"
"J",2,68,25,1,"/home/user/pure/kakaku.com/ecl_new.js"
"K",1,71,7,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",1,84,77,1,"/home/user/pure/kakaku.com/ecl_new.js"
"H",5,87,47,1,"/home/user/pure/kakaku.com/ecl_new.js"
"I",3,90,32,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",1,98,12,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",1,96,10,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",3,105,91,1,"/home/user/pure/kakaku.com/ecl_new.js"
"I",2,109,25,1,"/home/user/pure/kakaku.com/ecl_new.js"
"K",1,113,7,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",1,124,9,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",4,125,35,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",1,131,9,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",1,132,17,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",1,137,39,1,"/home/user/pure/kakaku.com/ecl_new.js"
"E",3,139,99,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",6,145,58,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",2,153,34,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",6,157,158,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",1,174,9,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",4,175,99,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",1,181,9,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",3,182,71,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",1,188,14,1,"/home/user/pure/kakaku.com/ecl_new.js"
"H",6,189,54,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",1,192,21,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",1,198,48,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",4,201,85,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",23,207,242,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",2,213,14,1,"/home/user/pure/kakaku.com/ecl_new.js"
"<anonymous>",1,1,18,1,"/home/user/pure/elsevierhealth.com/common.js"
"<anonymous>",3,4,115,1,"/home/user/pure/elsevierhealth.com/common.js"
"<anonymous>",1,3,37,3,"/home/user/pure/upwork.com/317-070f22ab5dc00525c237.js"
"<anonymous>",1,8,48,0,"/home/user/pure/upwork.com/317-070f22ab5dc00525c237.js"
"<anonymous>",1,1,24,1,"/home/user/pure/teads.tv/dynamic-conditions-public.js"
"resizeColumns",1,32,12,0,"/home/user/pure/teads.tv/dynamic-conditions-public.js"
"<anonymous>",2,34,48,2,"/home/user/pure/teads.tv/dynamic-conditions-public.js"
"<anonymous>",1,45,17,2,"/home/user/pure/teads.tv/dynamic-conditions-public.js"
"<anonymous>",2,49,42,2,"/home/user/pure/teads.tv/dynamic-conditions-public.js"
"resetColumns",1,64,12,0,"/home/user/pure/teads.tv/dynamic-conditions-public.js"
"<anonymous>",1,66,26,2,"/home/user/pure/teads.tv/dynamic-conditions-public.js"
"<anonymous>",1,78,4,0,"/home/user/pure/teads.tv/dynamic-conditions-public.js"
"<anonymous>",1,83,4,0,"/home/user/pure/teads.tv/dynamic-conditions-public.js"
"<anonymous>",13,2,57342,0,"/home/user/pure/bild.de/config.js"
"defaultCallback",1,11,0,0,"/home/user/pure/bild.de/config.js"
"isIntegrationEnabled",1,18817,20,1,"/home/user/pure/bild.de/config.js"
"initConfiantQueue",3,18832,49,0,"/home/user/pure/bild.de/config.js"
"<anonymous>.push",1,18840,6,1,"/home/user/pure/bild.de/config.js"
"onChatLaunched",1,3,38,1,"/home/user/pure/comcast.net/satellite-5a8c96af64746d60a1004c38.js"
"<anonymous>",1,4,15,7,"/home/user/pure/comcast.net/satellite-5a8c96af64746d60a1004c38.js"
"onChatClosed",1,18,1,1,"/home/user/pure/comcast.net/satellite-5a8c96af64746d60a1004c38.js"
"onC2CDisplayed",1,22,1,1,"/home/user/pure/comcast.net/satellite-5a8c96af64746d60a1004c38.js"
"onChatEngagedEvent",1,26,1,1,"/home/user/pure/comcast.net/satellite-5a8c96af64746d60a1004c38.js"
"onC2CDisplayed",1,30,1,1,"/home/user/pure/comcast.net/satellite-5a8c96af64746d60a1004c38.js"
"onC2CClicked",1,34,1,1,"/home/user/pure/comcast.net/satellite-5a8c96af64746d60a1004c38.js"
"onSaleQualifiedEvent",1,38,1,1,"/home/user/pure/comcast.net/satellite-5a8c96af64746d60a1004c38.js"
"onSoldEvent",1,42,1,1,"/home/user/pure/comcast.net/satellite-5a8c96af64746d60a1004c38.js"
"onEligibleEvent",1,46,1,1,"/home/user/pure/comcast.net/satellite-5a8c96af64746d60a1004c38.js"
"<anonymous>",2,4,23,1,"/home/user/pure/foxbusiness.com/cache.js"
"ANOs",1,3,4,3,"/home/user/pure/codecademy.com/109.js"
"<anonymous>",2,1,81,5,"/home/user/pure/tufts.edu/js_L-tSqmx6ZS92zyFn36ZyM-r5S2_74m4I9tfdo9vERN4.js"
"<anonymous>",8,2,158,0,"/home/user/pure/myspace.com/api.js"
"<anonymous>",2,7,15,1,"/home/user/pure/myspace.com/api.js"
"<anonymous>",1,9,0,0,"/home/user/pure/ltn.com.tw/pb.js"
"<anonymous>",1,1,25,0,"/home/user/pure/scmp.com/860.js"
"<anonymous>",1,2,34,1,"/home/user/pure/grid.id/main.js"
"<anonymous>",1,10,99,0,"/home/user/pure/grid.id/main.js"
"<anonymous>",2,21,158,0,"/home/user/pure/grid.id/main.js"
"<anonymous>",1,44,15,1,"/home/user/pure/grid.id/main.js"
"<anonymous>",1,53,14,1,"/home/user/pure/grid.id/main.js"
"<anonymous>",1,51,15,1,"/home/user/pure/grid.id/main.js"
"<anonymous>",2,55,37,0,"/home/user/pure/grid.id/main.js"
"IzootoOptin",1,1,0,0,"/home/user/pure/kompasiana.com/1.js"
"<anonymous>",8,2,158,0,"/home/user/pure/livejasmin.com/api.js"
"<anonymous>",2,7,15,1,"/home/user/pure/livejasmin.com/api.js"
"<anonymous>",1,3,11,3,"/home/user/pure/weather.com/185.js"
"z",1,6,55,1,"/home/user/pure/weather.com/185.js"
"<anonymous>",2,1,76,1,"/home/user/pure/prnewswire.com/stickynav.js"
"closeDropdowns",2,12,11,0,"/home/user/pure/prnewswire.com/stickynav.js"
"closeNav",2,18,20,0,"/home/user/pure/prnewswire.com/stickynav.js"
"<anonymous>",1,25,6,1,"/home/user/pure/prnewswire.com/stickynav.js"
"runInterval",1,30,7,0,"/home/user/pure/prnewswire.com/stickynav.js"
"<anonymous>",2,31,7,0,"/home/user/pure/prnewswire.com/stickynav.js"
"hasScrolled",5,39,68,0,"/home/user/pure/prnewswire.com/stickynav.js"
"<anonymous>",1,57,11,0,"/home/user/pure/prnewswire.com/stickynav.js"
"<anonymous>",1,60,11,0,"/home/user/pure/prnewswire.com/stickynav.js"
"jt9C",1,3,2,2,"/home/user/pure/dailymotion.com/svg75.js"
"jwrG",1,5,2,2,"/home/user/pure/dailymotion.com/svg75.js"
"<anonymous>",2,1,14,0,"/home/user/pure/snopes.com/sync.js"
"load",1,2,37,0,"/home/user/pure/snopes.com/sync.js"
"<anonymous>",1,3,3,3,"/home/user/pure/zillow.com/searchBox.js"
"EBsZ",1,5,18,3,"/home/user/pure/zillow.com/searchBox.js"
"<anonymous>",1,8,177,1,"/home/user/pure/zillow.com/searchBox.js"
"<anonymous>",1,27,25,1,"/home/user/pure/zillow.com/searchBox.js"
"<anonymous>",1,31,3,0,"/home/user/pure/zillow.com/searchBox.js"
"<anonymous>",1,36,12,1,"/home/user/pure/zillow.com/searchBox.js"
"<anonymous>",1,39,29,1,"/home/user/pure/zillow.com/searchBox.js"
"<anonymous>",1,43,40,0,"/home/user/pure/zillow.com/searchBox.js"
"<anonymous>",1,49,3,0,"/home/user/pure/zillow.com/searchBox.js"
"<anonymous>",1,54,29,1,"/home/user/pure/zillow.com/searchBox.js"
"<anonymous>",1,58,3,0,"/home/user/pure/zillow.com/searchBox.js"
"<anonymous>",1,60,3,0,"/home/user/pure/zillow.com/searchBox.js"
"<anonymous>",1,65,11,1,"/home/user/pure/zillow.com/searchBox.js"
"<anonymous>",3,66,35,0,"/home/user/pure/zillow.com/searchBox.js"
"<anonymous>",1,67,3,0,"/home/user/pure/zillow.com/searchBox.js"
"<anonymous>",2,72,35,1,"/home/user/pure/zillow.com/searchBox.js"
"<anonymous>",1,73,23,1,"/home/user/pure/zillow.com/searchBox.js"
"loader",1,80,26,0,"/home/user/pure/zillow.com/searchBox.js"
"enhancer",1,84,13,1,"/home/user/pure/zillow.com/searchBox.js"
"<anonymous>",1,86,16,1,"/home/user/pure/zillow.com/searchBox.js"
"<anonymous>",1,3,80,3,"/home/user/pure/shutterstock.com/478-feature-cms-CardGridFillerElements-386062c8d61e6d5ccc92.js"
"<anonymous>",2,19,47,1,"/home/user/pure/shutterstock.com/478-feature-cms-CardGridFillerElements-386062c8d61e6d5ccc92.js"
"<anonymous>",1,21,40,2,"/home/user/pure/shutterstock.com/478-feature-cms-CardGridFillerElements-386062c8d61e6d5ccc92.js"
"<anonymous>",1,28,37,2,"/home/user/pure/shutterstock.com/478-feature-cms-CardGridFillerElements-386062c8d61e6d5ccc92.js"
"<anonymous>",1,15,13,1,"/home/user/pure/shutterstock.com/478-feature-cms-CardGridFillerElements-386062c8d61e6d5ccc92.js"
"<anonymous>",3,1,75,0,"/home/user/pure/senate.gov/main.js"
"<anonymous>.onclick",1,6,8,1,"/home/user/pure/senate.gov/main.js"
"<anonymous>.onclick",1,13,0,0,"/home/user/pure/senate.gov/main.js"
"stickyNav",2,25,42,0,"/home/user/pure/senate.gov/main.js"
"<anonymous>",2,41,15,0,"/home/user/pure/senate.gov/main.js"
"<anonymous>.addCSS",1,2,2,2,"/home/user/pure/welt.de/addCSS.js"
